date,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29
2023-08-22,930.58,7980,Category_D,FAILED,498.66,8910,Category_C,PENDING,960.45,5853,Category_D,ACTIVE,561.56,1946,Category_A,PENDING,808.73,4437,Category_E,PENDING,156.84,2658,Category_A,FAILED,664.54,5665,Category_B,ACTIVE,480.31
2023-08-23,222.12,363,Category_A,FAILED,360.52,2166,Category_B,FAILED,433.32,2983,Category_B,ACTIVE,926.6,4779,Category_B,ACTIVE,667.73,87,Category_E,COMPLETED,55.11,9256,Category_D,FAILED,774.78,9455,Category_D,PENDING,281.81
2023-08-24,177.52,4914,Category_E,FAILED,486.27,118,Category_E,ACTIVE,149.12,8387,Category_C,FAILED,138.83,3999,Category_A,ACTIVE,855.37,7053,Category_C,PENDING,231.25,2421,Category_C,PENDING,491.48,1819,Category_B,PENDING,241.75
2023-08-25,626.33,8306,Category_D,ACTIVE,328.41,741,Category_E,FAILED,435.97,3674,Category_A,FAILED,936.54,4872,Category_A,ACTIVE,569.36,4138,Category_B,PENDING,614.27,778,Category_B,FAILED,588.58,9114,Category_E,PENDING,191.54
2023-08-26,257.72,2002,Category_E,ACTIVE,862.47,1536,Category_A,ACTIVE,840.04,4770,Category_B,FAILED,316.12,5358,Category_D,ACTIVE,896.62,3338,Category_C,ACTIVE,243.65,6618,Category_E,FAILED,995.2,1876,Category_B,PENDING,560.27
2023-08-27,487.74,800,Category_D,COMPLETED,87.65,3165,Category_E,ACTIVE,233.0,2361,Category_D,COMPLETED,304.11,305,Category_D,COMPLETED,203.52,3012,Category_C,PENDING,868.47,9229,Category_A,FAILED,286.65,673,Category_A,PENDING,367.62
2023-08-28,419.65,8513,Category_A,COMPLETED,385.25,89,Category_C,COMPLETED,619.1,9626,Category_C,PENDING,379.06,5883,Category_D,ACTIVE,777.9,6839,Category_D,FAILED,282.19,24,Category_D,PENDING,348.59,5568,Category_D,COMPLETED,545.48
2023-08-29,450.38,2503,Category_A,COMPLETED,717.26,5586,Category_C,PENDING,995.17,2499,Category_D,PENDING,293.39,1869,Category_E,FAILED,268.51,3679,Category_A,ACTIVE,242.9,7432,Category_E,ACTIVE,909.64,3741,Category_B,PENDING,213.63
2023-08-30,309.37,9453,Category_E,PENDING,350.52,4475,Category_E,PENDING,460.03,9708,Category_A,FAILED,768.7,6343,Category_E,PENDING,902.96,240,Category_B,FAILED,221.09,3452,Category_B,PENDING,783.08,3782,Category_E,PENDING,897.83
2023-08-31,802.18,3802,Category_C,ACTIVE,841.22,8147,Category_A,FAILED,660.26,596,Category_B,FAILED,504.55,7673,Category_B,ACTIVE,325.8,5844,Category_A,FAILED,173.11,5153,Category_A,PENDING,737.76,6084,Category_E,PENDING,309.77
2023-09-01,660.17,1994,Category_D,PENDING,906.57,2367,Category_B,ACTIVE,674.41,4798,Category_D,PENDING,145.89,1967,Category_C,FAILED,639.0,5118,Category_A,COMPLETED,35.88,1225,Category_C,PENDING,736.05,1819,Category_E,COMPLETED,358.36
2023-09-02,146.6,5935,Category_B,ACTIVE,636.0,7607,Category_E,COMPLETED,725.47,4810,Category_A,PENDING,293.52,6814,Category_E,PENDING,126.37,5458,Category_E,PENDING,329.34,4178,Category_D,PENDING,370.81,767,Category_C,ACTIVE,889.77
2023-09-03,215.05,3396,Category_C,ACTIVE,678.1,355,Category_A,ACTIVE,799.86,4552,Category_C,COMPLETED,748.95,3632,Category_B,PENDING,399.56,2701,Category_D,PENDING,246.91,4785,Category_C,PENDING,649.1,9297,Category_D,COMPLETED,281.53
2023-09-04,419.5,5837,Category_B,FAILED,827.18,1065,Category_C,FAILED,668.53,5265,Category_B,ACTIVE,529.3,7181,Category_C,FAILED,643.96,2680,Category_E,FAILED,926.74,5420,Category_A,ACTIVE,145.99,6091,Category_E,ACTIVE,541.6
2023-09-05,958.63,1048,Category_C,ACTIVE,989.42,2377,Category_E,COMPLETED,840.99,6007,Category_D,COMPLETED,107.46,5313,Category_A,FAILED,661.98,4488,Category_B,ACTIVE,403.06,440,Category_D,PENDING,203.37,1896,Category_B,FAILED,981.18
2023-09-06,20.21,1036,Category_E,COMPLETED,261.78,3113,Category_C,COMPLETED,914.28,84,Category_C,COMPLETED,465.22,5307,Category_A,PENDING,629.09,8214,Category_D,ACTIVE,420.06,7483,Category_D,COMPLETED,336.69,7625,Category_B,PENDING,738.81
2023-09-07,653.66,2402,Category_A,PENDING,828.19,4326,Category_D,FAILED,782.13,5216,Category_D,PENDING,791.4,7510,Category_D,COMPLETED,741.22,1809,Category_B,FAILED,589.98,3473,Category_A,FAILED,417.73,9515,Category_D,ACTIVE,86.55
2023-09-08,973.07,3119,Category_B,ACTIVE,272.19,6627,Category_A,FAILED,450.92,2703,Category_A,FAILED,155.98,545,Category_B,COMPLETED,602.84,4500,Category_C,COMPLETED,968.63,7649,Category_A,FAILED,637.17,9773,Category_B,ACTIVE,506.9
2023-09-09,315.27,5536,Category_A,ACTIVE,926.5,7243,Category_B,PENDING,154.14,8574,Category_A,ACTIVE,936.0,6277,Category_A,COMPLETED,730.67,350,Category_B,COMPLETED,462.07,5293,Category_A,FAILED,181.92,7806,Category_A,PENDING,287.36
2023-09-10,482.22,4647,Category_E,PENDING,796.85,1976,Category_C,PENDING,201.11,8671,Category_C,FAILED,632.54,9056,Category_D,PENDING,862.06,1513,Category_B,ACTIVE,525.93,9792,Category_C,ACTIVE,983.54,8005,Category_A,PENDING,971.78
2023-09-11,776.98,3490,Category_D,PENDING,489.84,426,Category_B,COMPLETED,146.76,3446,Category_D,COMPLETED,197.21,7026,Category_A,PENDING,985.46,7335,Category_E,PENDING,548.44,1735,Category_B,COMPLETED,59.47,2540,Category_A,PENDING,396.73
2023-09-12,781.9,9635,Category_E,ACTIVE,154.28,2297,Category_D,COMPLETED,643.34,8498,Category_D,COMPLETED,423.73,7828,Category_C,COMPLETED,49.78,4577,Category_E,FAILED,959.07,4235,Category_A,ACTIVE,927.81,2777,Category_A,COMPLETED,332.17
2023-09-13,779.29,5180,Category_E,FAILED,498.88,6844,Category_B,ACTIVE,711.07,8457,Category_C,PENDING,432.09,3287,Category_A,PENDING,500.84,295,Category_A,PENDING,678.43,9054,Category_A,COMPLETED,809.33,4321,Category_A,ACTIVE,265.38
2023-09-14,167.04,5846,Category_B,PENDING,454.68,1571,Category_E,FAILED,907.62,9462,Category_A,PENDING,655.77,3134,Category_C,ACTIVE,285.33,3001,Category_E,ACTIVE,937.1,6528,Category_E,ACTIVE,669.21,8268,Category_A,PENDING,299.65
2023-09-15,789.63,6228,Category_B,PENDING,971.55,1660,Category_E,FAILED,876.57,374,Category_A,COMPLETED,488.29,4964,Category_A,FAILED,889.4,4134,Category_C,ACTIVE,320.61,4199,Category_E,PENDING,169.89,4724,Category_E,ACTIVE,345.94
2023-09-16,559.64,4472,Category_D,PENDING,620.29,6249,Category_B,FAILED,342.91,864,Category_B,FAILED,931.77,9977,Category_C,PENDING,834.69,3745,Category_A,COMPLETED,443.64,2271,Category_D,ACTIVE,935.1,8541,Category_C,ACTIVE,204.55
2023-09-17,972.51,8259,Category_C,ACTIVE,367.52,2975,Category_D,FAILED,574.94,5023,Category_C,ACTIVE,938.8,3725,Category_A,FAILED,132.24,9966,Category_D,PENDING,129.87,4846,Category_B,FAILED,705.42,667,Category_B,COMPLETED,120.36
2023-09-18,573.5,9273,Category_B,PENDING,630.8,539,Category_D,COMPLETED,494.61,3595,Category_B,PENDING,209.66,6741,Category_B,FAILED,144.9,4889,Category_A,ACTIVE,911.26,1915,Category_E,ACTIVE,496.7,2220,Category_C,COMPLETED,546.3
2023-09-19,697.46,1683,Category_B,FAILED,374.35,873,Category_D,COMPLETED,282.67,4870,Category_C,FAILED,927.75,7263,Category_E,FAILED,585.69,2619,Category_E,COMPLETED,990.01,5044,Category_B,PENDING,314.28,9111,Category_B,PENDING,998.99
2023-09-20,794.93,4302,Category_A,PENDING,766.89,3541,Category_B,COMPLETED,40.89,7134,Category_C,PENDING,346.83,7098,Category_E,PENDING,203.36,2536,Category_B,PENDING,976.36,3319,Category_D,FAILED,548.1,7794,Category_E,FAILED,993.98
2023-09-21,621.56,8545,Category_C,ACTIVE,818.24,1461,Category_E,PENDING,656.48,5946,Category_E,FAILED,328.19,2140,Category_A,FAILED,332.48,7145,Category_D,COMPLETED,355.59,6542,Category_A,FAILED,562.09,335,Category_B,COMPLETED,756.12
2023-09-22,19.37,9440,Category_A,ACTIVE,783.41,82,Category_B,COMPLETED,260.29,4340,Category_B,PENDING,910.27,9018,Category_A,COMPLETED,916.15,8115,Category_B,ACTIVE,681.29,8925,Category_D,FAILED,332.93,9434,Category_C,FAILED,936.7
2023-09-23,178.92,1087,Category_B,COMPLETED,308.77,9034,Category_D,FAILED,610.8,8930,Category_C,COMPLETED,985.95,8361,Category_C,FAILED,787.61,665,Category_A,FAILED,774.44,3592,Category_A,COMPLETED,416.16,7945,Category_B,COMPLETED,38.54
2023-09-24,565.82,2018,Category_C,FAILED,49.62,6407,Category_C,ACTIVE,812.58,4313,Category_E,ACTIVE,514.87,5112,Category_E,COMPLETED,349.74,1152,Category_A,COMPLETED,662.99,5800,Category_E,FAILED,487.23,5333,Category_E,PENDING,31.88
2023-09-25,525.11,3827,Category_B,COMPLETED,95.44,330,Category_D,PENDING,702.67,7474,Category_E,COMPLETED,364.71,7343,Category_B,ACTIVE,47.59,2619,Category_C,ACTIVE,846.22,6098,Category_B,ACTIVE,741.9,1929,Category_A,COMPLETED,484.41
2023-09-26,108.95,9013,Category_C,FAILED,284.04,2563,Category_D,PENDING,415.08,1003,Category_B,FAILED,991.01,3095,Category_E,PENDING,882.56,5099,Category_A,ACTIVE,421.84,1778,Category_D,ACTIVE,643.23,3094,Category_B,FAILED,303.21
2023-09-27,591.02,117,Category_D,FAILED,954.16,5327,Category_C,COMPLETED,136.33,7458,Category_C,PENDING,721.72,7258,Category_E,COMPLETED,270.02,2212,Category_A,FAILED,662.14,2846,Category_B,PENDING,881.14,7699,Category_E,ACTIVE,543.84
2023-09-28,481.52,3089,Category_C,ACTIVE,776.51,3405,Category_B,ACTIVE,480.63,6177,Category_C,PENDING,749.57,4804,Category_A,PENDING,755.66,8525,Category_C,COMPLETED,616.13,4521,Category_B,COMPLETED,919.11,1831,Category_D,COMPLETED,561.2
2023-09-29,394.17,4240,Category_D,COMPLETED,823.78,7895,Category_D,PENDING,617.28,594,Category_E,ACTIVE,588.73,8597,Category_D,COMPLETED,37.28,4667,Category_D,COMPLETED,242.89,8921,Category_A,ACTIVE,745.68,6896,Category_B,ACTIVE,792.69
2023-09-30,591.31,3116,Category_E,PENDING,384.33,2347,Category_C,COMPLETED,915.0,6829,Category_E,COMPLETED,411.82,2572,Category_D,ACTIVE,969.26,6723,Category_E,FAILED,197.88,6524,Category_E,ACTIVE,323.43,2520,Category_D,PENDING,882.16
2023-10-01,244.09,8381,Category_D,COMPLETED,34.21,6676,Category_E,FAILED,343.49,8444,Category_C,COMPLETED,254.34,5446,Category_D,ACTIVE,506.39,1432,Category_C,FAILED,413.74,1306,Category_A,COMPLETED,638.44,5558,Category_B,ACTIVE,794.4
2023-10-02,137.02,1201,Category_A,PENDING,857.01,1655,Category_A,ACTIVE,872.79,856,Category_D,PENDING,67.14,5516,Category_B,ACTIVE,723.14,8620,Category_E,COMPLETED,277.87,2413,Category_D,PENDING,518.61,9284,Category_B,FAILED,985.4
2023-10-03,384.92,4764,Category_B,PENDING,618.79,1753,Category_E,ACTIVE,114.46,7529,Category_B,ACTIVE,823.23,9407,Category_B,COMPLETED,760.05,2590,Category_C,COMPLETED,642.33,8962,Category_B,PENDING,695.24,2434,Category_D,ACTIVE,761.06
2023-10-04,829.91,7758,Category_E,COMPLETED,985.31,6790,Category_E,ACTIVE,288.13,132,Category_A,COMPLETED,928.62,2837,Category_B,FAILED,840.43,9851,Category_C,FAILED,338.04,7131,Category_B,ACTIVE,634.44,3023,Category_E,FAILED,236.02
2023-10-05,888.97,4227,Category_B,COMPLETED,552.62,214,Category_B,FAILED,192.14,2781,Category_C,FAILED,96.61,3799,Category_D,FAILED,690.65,6643,Category_C,COMPLETED,484.73,6842,Category_A,FAILED,126.11,1643,Category_B,FAILED,27.48
2023-10-06,662.49,1913,Category_C,FAILED,384.4,1257,Category_C,PENDING,393.29,5259,Category_D,ACTIVE,589.59,5354,Category_E,PENDING,450.54,6237,Category_C,ACTIVE,482.13,5370,Category_A,FAILED,355.04,6852,Category_E,PENDING,160.91
2023-10-07,513.33,743,Category_B,PENDING,479.25,9036,Category_C,COMPLETED,501.32,6684,Category_C,ACTIVE,150.9,4759,Category_A,ACTIVE,516.39,6134,Category_A,PENDING,229.23,4796,Category_E,FAILED,268.66,2275,Category_D,PENDING,582.03
2023-10-08,525.11,6417,Category_C,FAILED,672.23,7519,Category_E,FAILED,651.16,7130,Category_B,FAILED,240.77,9606,Category_E,FAILED,319.66,8465,Category_C,ACTIVE,641.0,1902,Category_B,FAILED,217.84,1784,Category_A,ACTIVE,250.52
2023-10-09,352.11,5154,Category_D,ACTIVE,673.29,6298,Category_B,FAILED,65.61,8910,Category_B,COMPLETED,72.28,7737,Category_C,FAILED,477.67,6504,Category_A,FAILED,797.95,7391,Category_D,PENDING,718.46,4113,Category_D,PENDING,669.7
2023-10-10,244.23,3067,Category_E,PENDING,806.4,7504,Category_C,PENDING,16.05,9806,Category_B,COMPLETED,339.3,6459,Category_E,PENDING,161.58,9830,Category_D,COMPLETED,58.87,871,Category_D,ACTIVE,98.1,1271,Category_C,ACTIVE,152.24
2023-10-11,710.8,7721,Category_E,FAILED,992.13,3421,Category_D,COMPLETED,195.67,1457,Category_B,ACTIVE,872.14,5431,Category_B,PENDING,421.18,1366,Category_E,ACTIVE,74.09,2288,Category_A,COMPLETED,896.95,6296,Category_A,COMPLETED,905.79
2023-10-12,998.65,8532,Category_C,FAILED,959.05,9294,Category_E,COMPLETED,542.12,4241,Category_C,PENDING,625.13,2641,Category_A,FAILED,124.13,7411,Category_C,ACTIVE,338.49,7739,Category_B,FAILED,298.61,5266,Category_A,PENDING,598.31
2023-10-13,148.96,1582,Category_A,PENDING,180.21,4819,Category_B,COMPLETED,144.82,994,Category_C,FAILED,510.88,7411,Category_A,PENDING,60.14,3973,Category_B,COMPLETED,683.09,4515,Category_E,ACTIVE,95.89,4427,Category_B,FAILED,973.92
2023-10-14,693.92,8348,Category_C,COMPLETED,340.16,2911,Category_D,PENDING,329.11,9542,Category_C,FAILED,993.44,2728,Category_C,ACTIVE,531.21,1186,Category_A,PENDING,624.55,9099,Category_D,COMPLETED,220.31,5860,Category_C,ACTIVE,177.32
2023-10-15,234.65,5680,Category_B,FAILED,329.29,8336,Category_D,COMPLETED,788.34,3809,Category_E,FAILED,30.84,6757,Category_C,FAILED,802.5,990,Category_C,FAILED,584.29,5195,Category_D,FAILED,391.57,4414,Category_B,FAILED,474.07
2023-10-16,656.93,5251,Category_E,PENDING,840.65,897,Category_D,PENDING,150.09,4143,Category_B,FAILED,467.99,7384,Category_A,PENDING,219.45,5031,Category_D,COMPLETED,746.72,2219,Category_D,PENDING,472.6,9202,Category_D,FAILED,282.15
2023-10-17,976.23,3984,Category_B,ACTIVE,792.74,7283,Category_E,COMPLETED,604.81,8,Category_D,PENDING,548.74,9028,Category_B,ACTIVE,378.98,3080,Category_A,PENDING,693.19,7798,Category_C,COMPLETED,890.04,4481,Category_B,FAILED,707.15
2023-10-18,884.66,8363,Category_B,PENDING,278.79,5098,Category_A,PENDING,913.85,9124,Category_D,ACTIVE,972.89,797,Category_A,FAILED,82.65,52,Category_B,ACTIVE,718.78,9944,Category_B,PENDING,674.21,3497,Category_B,COMPLETED,99.62
2023-10-19,838.36,8470,Category_A,FAILED,889.05,5677,Category_A,COMPLETED,378.39,7437,Category_B,PENDING,209.59,2624,Category_B,COMPLETED,194.88,96,Category_A,FAILED,230.11,4615,Category_D,PENDING,206.98,2858,Category_A,COMPLETED,352.56
2023-10-20,399.93,1690,Category_A,FAILED,855.25,6106,Category_B,COMPLETED,848.49,7479,Category_D,PENDING,461.18,5053,Category_B,COMPLETED,383.84,5663,Category_D,ACTIVE,588.22,2894,Category_D,COMPLETED,211.26,427,Category_B,PENDING,63.88
2023-10-21,800.39,1306,Category_D,ACTIVE,409.08,4325,Category_C,COMPLETED,712.25,3810,Category_C,PENDING,865.65,3797,Category_D,FAILED,923.73,2790,Category_D,PENDING,419.73,6396,Category_A,ACTIVE,717.74,2375,Category_A,PENDING,473.16
2023-10-22,571.6,6886,Category_A,FAILED,878.72,3978,Category_C,FAILED,675.63,4920,Category_D,PENDING,412.98,657,Category_C,ACTIVE,515.28,1891,Category_E,COMPLETED,944.87,5430,Category_D,FAILED,202.4,8535,Category_A,FAILED,598.91
2023-10-23,673.76,3309,Category_E,ACTIVE,975.85,3271,Category_A,PENDING,565.46,8778,Category_D,FAILED,456.75,4354,Category_E,COMPLETED,972.07,9943,Category_B,PENDING,946.81,8452,Category_D,PENDING,914.74,9781,Category_E,FAILED,462.49
2023-10-24,245.91,768,Category_E,FAILED,216.43,8630,Category_D,PENDING,339.32,1035,Category_E,PENDING,817.42,7534,Category_B,COMPLETED,370.92,3969,Category_B,PENDING,808.39,8849,Category_B,FAILED,934.04,9615,Category_D,PENDING,197.36
2023-10-25,898.75,5447,Category_C,COMPLETED,970.91,8535,Category_C,ACTIVE,443.16,6214,Category_A,ACTIVE,34.92,6372,Category_E,PENDING,236.8,7291,Category_C,PENDING,416.09,1692,Category_B,FAILED,909.64,1436,Category_D,PENDING,713.15
2023-10-26,240.89,7059,Category_C,PENDING,654.57,397,Category_D,COMPLETED,583.17,6483,Category_C,PENDING,28.16,4643,Category_B,COMPLETED,472.58,2500,Category_D,ACTIVE,368.11,7599,Category_A,FAILED,922.86,8371,Category_B,FAILED,979.44
2023-10-27,460.78,7894,Category_C,ACTIVE,302.23,9900,Category_B,ACTIVE,868.44,8832,Category_D,COMPLETED,873.17,2603,Category_B,PENDING,680.55,8393,Category_A,ACTIVE,153.23,3380,Category_E,COMPLETED,957.33,8782,Category_B,COMPLETED,31.44
2023-10-28,417.75,8276,Category_D,PENDING,844.8,3491,Category_B,ACTIVE,487.58,3806,Category_A,PENDING,191.82,4006,Category_E,PENDING,513.54,7787,Category_A,ACTIVE,260.09,3418,Category_A,FAILED,804.76,5685,Category_E,PENDING,274.23
2023-10-29,498.46,7507,Category_E,ACTIVE,481.32,9258,Category_C,ACTIVE,264.4,79,Category_B,COMPLETED,801.98,2019,Category_D,PENDING,322.18,9356,Category_B,ACTIVE,858.29,87,Category_A,PENDING,729.46,6095,Category_B,PENDING,74.25
2023-10-30,673.35,4409,Category_E,PENDING,993.1,6350,Category_B,FAILED,947.38,7131,Category_D,FAILED,423.76,1359,Category_A,FAILED,426.74,9144,Category_B,FAILED,481.08,7658,Category_D,PENDING,981.64,606,Category_B,PENDING,939.94
2023-10-31,903.88,3960,Category_E,FAILED,390.75,6347,Category_D,PENDING,948.21,4898,Category_D,ACTIVE,570.32,8148,Category_B,ACTIVE,874.39,3371,Category_D,COMPLETED,829.32,7877,Category_B,COMPLETED,441.12,3747,Category_C,PENDING,399.1
2023-11-01,854.82,5724,Category_D,ACTIVE,317.61,7542,Category_E,COMPLETED,467.92,7196,Category_A,COMPLETED,30.44,9219,Category_B,PENDING,284.73,4611,Category_C,ACTIVE,579.5,2205,Category_D,FAILED,403.65,2388,Category_C,ACTIVE,22.63
2023-11-02,346.82,8231,Category_C,FAILED,465.2,9548,Category_A,COMPLETED,278.39,1949,Category_A,PENDING,541.12,9474,Category_E,COMPLETED,902.41,9290,Category_B,COMPLETED,918.69,1969,Category_D,PENDING,363.12,6391,Category_B,ACTIVE,570.76
2023-11-03,152.02,8698,Category_D,ACTIVE,922.89,9510,Category_A,FAILED,729.6,2348,Category_E,COMPLETED,471.23,2979,Category_A,PENDING,705.3,1227,Category_E,ACTIVE,48.97,7178,Category_B,COMPLETED,702.12,2588,Category_D,COMPLETED,219.59
2023-11-04,901.37,9722,Category_A,FAILED,128.43,5448,Category_B,PENDING,74.68,1108,Category_E,PENDING,481.44,7293,Category_D,COMPLETED,947.3,1350,Category_E,PENDING,383.13,4030,Category_E,PENDING,426.89,387,Category_A,COMPLETED,447.53
2023-11-05,15.92,3783,Category_E,COMPLETED,409.82,3102,Category_D,PENDING,40.33,4048,Category_E,FAILED,870.33,1893,Category_D,FAILED,226.16,6525,Category_E,COMPLETED,491.76,3670,Category_C,ACTIVE,178.46,8076,Category_A,COMPLETED,288.03
2023-11-06,482.55,9904,Category_D,PENDING,607.31,2358,Category_B,PENDING,794.84,8411,Category_C,COMPLETED,85.27,855,Category_D,ACTIVE,82.37,4450,Category_E,FAILED,756.07,1773,Category_B,FAILED,503.28,5634,Category_E,FAILED,925.78
2023-11-07,563.34,9387,Category_D,COMPLETED,447.09,7967,Category_C,FAILED,885.68,311,Category_A,COMPLETED,870.62,6271,Category_A,PENDING,592.83,6504,Category_C,FAILED,969.7,7136,Category_B,FAILED,442.47,4691,Category_B,COMPLETED,65.46
2023-11-08,49.28,8508,Category_A,FAILED,16.32,8495,Category_D,COMPLETED,740.59,3665,Category_D,PENDING,841.52,8004,Category_D,FAILED,227.17,2735,Category_D,FAILED,561.47,5830,Category_B,ACTIVE,806.25,2177,Category_A,PENDING,245.45
2023-11-09,92.64,7792,Category_B,COMPLETED,609.54,5047,Category_B,PENDING,101.32,9300,Category_A,COMPLETED,244.43,837,Category_D,ACTIVE,537.88,1402,Category_A,FAILED,84.59,3690,Category_D,FAILED,878.94,8098,Category_E,FAILED,490.4
2023-11-10,143.27,5779,Category_A,FAILED,293.74,9640,Category_A,COMPLETED,516.2,9920,Category_D,PENDING,170.89,8491,Category_B,COMPLETED,634.98,9592,Category_E,FAILED,57.57,8961,Category_B,COMPLETED,801.09,8808,Category_A,PENDING,47.13
2023-11-11,441.03,6745,Category_B,FAILED,203.44,7601,Category_E,ACTIVE,439.56,3226,Category_A,FAILED,749.08,9713,Category_C,ACTIVE,762.68,5017,Category_B,FAILED,307.01,9027,Category_B,PENDING,876.87,1542,Category_E,ACTIVE,729.07
2023-11-12,920.78,9313,Category_C,FAILED,408.21,5940,Category_E,FAILED,244.2,8998,Category_C,FAILED,616.33,547,Category_D,PENDING,508.65,9949,Category_B,FAILED,525.48,7597,Category_C,ACTIVE,821.16,983,Category_B,PENDING,915.03
2023-11-13,555.96,5608,Category_C,ACTIVE,254.76,9787,Category_B,PENDING,896.34,8723,Category_B,FAILED,755.12,8364,Category_A,PENDING,827.41,9382,Category_C,COMPLETED,244.67,9753,Category_C,PENDING,420.92,6691,Category_A,FAILED,241.94
2023-11-14,932.1,1678,Category_A,PENDING,594.35,3927,Category_E,COMPLETED,651.56,8848,Category_A,COMPLETED,36.6,296,Category_D,ACTIVE,131.71,9644,Category_C,PENDING,395.07,1075,Category_C,ACTIVE,181.4,5808,Category_B,FAILED,653.45
2023-11-15,928.86,9407,Category_E,FAILED,280.13,9752,Category_E,FAILED,880.68,1024,Category_E,FAILED,747.15,3537,Category_A,FAILED,99.88,7955,Category_D,ACTIVE,634.6,4640,Category_A,ACTIVE,869.53,8761,Category_D,FAILED,916.2
2023-11-16,404.05,9141,Category_A,FAILED,541.77,10,Category_D,ACTIVE,595.94,152,Category_D,FAILED,601.49,9863,Category_D,COMPLETED,140.18,1896,Category_C,PENDING,746.77,7155,Category_E,PENDING,499.64,8508,Category_C,COMPLETED,579.73
2023-11-17,242.5,2550,Category_E,PENDING,667.24,7257,Category_D,COMPLETED,544.96,3219,Category_B,PENDING,533.97,6058,Category_B,ACTIVE,680.19,4161,Category_A,FAILED,509.55,2788,Category_E,PENDING,273.27,505,Category_E,PENDING,903.17
2023-11-18,283.71,996,Category_D,COMPLETED,171.63,2704,Category_A,ACTIVE,848.44,7839,Category_D,FAILED,192.57,8862,Category_A,COMPLETED,508.74,1489,Category_C,ACTIVE,705.73,8746,Category_D,PENDING,227.15,6460,Category_A,PENDING,777.79
2023-11-19,707.81,10,Category_D,PENDING,291.82,9194,Category_C,ACTIVE,25.18,3967,Category_E,PENDING,833.31,5904,Category_B,ACTIVE,480.75,6340,Category_B,PENDING,769.12,2957,Category_D,ACTIVE,329.5,4492,Category_B,FAILED,698.89
2023-11-20,628.76,9871,Category_D,COMPLETED,445.68,9096,Category_B,PENDING,511.37,5802,Category_C,FAILED,256.5,8332,Category_C,FAILED,866.12,5063,Category_A,COMPLETED,484.28,5602,Category_E,ACTIVE,35.55,2349,Category_B,COMPLETED,16.93
2023-11-21,317.53,1969,Category_A,FAILED,973.76,3696,Category_C,COMPLETED,875.65,2167,Category_E,FAILED,115.44,1596,Category_A,COMPLETED,868.77,986,Category_E,ACTIVE,58.02,2541,Category_D,PENDING,648.87,104,Category_A,COMPLETED,133.58
2023-11-22,413.57,1861,Category_B,ACTIVE,865.11,2779,Category_E,FAILED,78.01,9917,Category_B,PENDING,832.56,1926,Category_C,COMPLETED,572.43,6096,Category_D,PENDING,366.52,9543,Category_D,ACTIVE,368.21,6151,Category_C,FAILED,712.72
2023-11-23,862.88,1159,Category_B,ACTIVE,383.41,2244,Category_A,FAILED,394.43,3301,Category_C,COMPLETED,474.81,9344,Category_B,ACTIVE,35.28,9256,Category_E,PENDING,472.55,5885,Category_B,COMPLETED,240.32,5669,Category_A,ACTIVE,150.55
2023-11-24,934.99,2725,Category_A,FAILED,852.03,5692,Category_C,PENDING,528.22,9603,Category_E,PENDING,469.06,1510,Category_D,ACTIVE,816.32,7528,Category_C,PENDING,211.31,6692,Category_B,PENDING,93.26,9581,Category_E,COMPLETED,554.38
2023-11-25,505.21,8284,Category_E,ACTIVE,415.14,8975,Category_A,PENDING,449.33,1314,Category_B,PENDING,236.71,1170,Category_E,PENDING,350.25,3393,Category_D,FAILED,272.42,9242,Category_B,COMPLETED,116.49,6983,Category_B,PENDING,970.32
2023-11-26,982.25,6547,Category_C,ACTIVE,774.31,7840,Category_D,ACTIVE,681.86,4151,Category_B,COMPLETED,335.36,2317,Category_E,ACTIVE,988.95,9938,Category_D,PENDING,81.27,402,Category_E,FAILED,343.78,8048,Category_B,PENDING,558.01
2023-11-27,940.51,3923,Category_C,COMPLETED,108.97,7054,Category_A,PENDING,775.02,4616,Category_B,COMPLETED,758.51,7833,Category_C,FAILED,136.68,8144,Category_A,ACTIVE,91.58,3742,Category_A,PENDING,962.97,2844,Category_C,COMPLETED,589.87
2023-11-28,729.01,1604,Category_D,FAILED,753.23,2355,Category_B,COMPLETED,472.14,1133,Category_E,PENDING,606.67,8859,Category_E,FAILED,609.68,8614,Category_B,ACTIVE,608.33,5646,Category_E,COMPLETED,463.9,6765,Category_A,FAILED,176.42
2023-11-29,216.05,1490,Category_C,FAILED,184.95,4185,Category_D,PENDING,171.31,8841,Category_C,COMPLETED,828.5,2955,Category_D,FAILED,515.4,6243,Category_C,COMPLETED,556.64,3447,Category_B,COMPLETED,823.93,7881,Category_A,PENDING,336.92
2023-11-30,757.08,7830,Category_A,COMPLETED,540.43,7162,Category_A,ACTIVE,326.58,4648,Category_A,FAILED,180.2,7235,Category_E,ACTIVE,945.72,1320,Category_E,COMPLETED,178.96,98,Category_D,COMPLETED,366.95,6708,Category_A,ACTIVE,280.21
2023-12-01,465.21,7077,Category_B,PENDING,122.69,3217,Category_A,ACTIVE,780.36,6351,Category_A,PENDING,757.47,137,Category_D,PENDING,929.04,1419,Category_C,COMPLETED,977.57,8915,Category_C,PENDING,420.46,1278,Category_B,PENDING,749.02
