date,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29
2022-11-25,498.32,1737,Group_Beta,PROCESSING,330.55,2983,Group_Alpha,APPROVED,130.31,147,Group_Beta,REJECTED,233.36,2821,Group_Delta,PENDING,479.59,2867,Group_Delta,REJECTED,50.34,103,Group_Gamma,REJECTED,282.4,2140,Group_Beta,APPROVED,443.01
2022-11-26,492.33,477,Group_Delta,PROCESSING,212.07,4587,Group_Beta,PROCESSING,198.91,2019,Group_Beta,REJECTED,69.24,1779,Group_Delta,APPROVED,279.63,1027,Group_Gamma,APPROVED,109.77,3286,Group_Delta,REJECTED,342.36,4236,Group_Gamma,REJECTED,267.31
2022-11-27,467.13,1036,Group_Beta,REJECTED,308.08,4733,Group_Gamma,PENDING,28.32,424,Group_Gamma,PENDING,444.1,3972,Group_Alpha,PROCESSING,463.17,479,Group_Gamma,REJECTED,292.06,790,Group_Gamma,PENDING,149.91,4174,Group_Gamma,PENDING,96.46
2022-11-28,383.2,566,Group_Gamma,REJECTED,463.16,4265,Group_Delta,REJECTED,112.4,3907,Group_Gamma,REJECTED,109.65,3603,Group_Alpha,PROCESSING,275.41,1990,Group_Gamma,REJECTED,185.14,4049,Group_Gamma,APPROVED,166.23,3054,Group_Beta,PENDING,192.7
2022-11-29,248.7,1244,Group_Gamma,PROCESSING,303.16,281,Group_Delta,PROCESSING,392.14,4479,Group_Gamma,REJECTED,484.0,1557,Group_Delta,APPROVED,116.35,3800,Group_Beta,PROCESSING,126.28,494,Group_Delta,REJECTED,50.78,3162,Group_Beta,PROCESSING,499.6
2022-11-30,313.15,2290,Group_Beta,PROCESSING,311.51,1801,Group_Delta,PROCESSING,352.68,4549,Group_Beta,REJECTED,65.82,152,Group_Beta,PROCESSING,148.86,281,Group_Alpha,REJECTED,210.31,2508,Group_Alpha,PENDING,160.42,3268,Group_Alpha,PENDING,280.28
2022-12-01,157.46,4285,Group_Beta,PENDING,370.11,387,Group_Delta,PENDING,375.0,2464,Group_Beta,PENDING,316.82,2776,Group_Delta,PENDING,348.96,4422,Group_Alpha,PROCESSING,39.7,439,Group_Beta,REJECTED,67.72,2135,Group_Beta,PROCESSING,212.15
2022-12-02,254.52,4705,Group_Alpha,PENDING,5.66,2608,Group_Alpha,PENDING,488.87,3281,Group_Alpha,REJECTED,450.42,2613,Group_Delta,APPROVED,414.74,1774,Group_Delta,REJECTED,142.44,2555,Group_Gamma,PENDING,159.61,3775,Group_Alpha,REJECTED,444.0
2022-12-03,248.88,1924,Group_Alpha,PROCESSING,176.41,1757,Group_Gamma,PENDING,490.91,553,Group_Beta,PENDING,64.22,3962,Group_Delta,REJECTED,60.76,847,Group_Delta,REJECTED,263.05,4279,Group_Gamma,PENDING,284.25,498,Group_Delta,PENDING,23.68
2022-12-04,405.14,303,Group_Beta,REJECTED,315.73,1277,Group_Gamma,REJECTED,138.04,1283,Group_Alpha,PENDING,119.58,548,Group_Gamma,REJECTED,268.71,835,Group_Beta,PROCESSING,297.03,4992,Group_Beta,PENDING,357.96,1600,Group_Gamma,PENDING,486.56
2022-12-05,137.51,977,Group_Delta,PROCESSING,382.73,383,Group_Delta,APPROVED,398.16,33,Group_Beta,APPROVED,442.23,3060,Group_Gamma,PENDING,14.11,41,Group_Gamma,PENDING,438.09,3807,Group_Gamma,PROCESSING,292.64,4748,Group_Alpha,PENDING,361.09
2022-12-06,403.37,2169,Group_Gamma,REJECTED,364.93,2211,Group_Gamma,APPROVED,491.52,3917,Group_Beta,APPROVED,204.37,2270,Group_Gamma,PENDING,129.2,2562,Group_Beta,REJECTED,278.47,3477,Group_Delta,PENDING,306.98,3014,Group_Beta,REJECTED,165.6
2022-12-07,446.9,2860,Group_Alpha,REJECTED,108.27,1944,Group_Alpha,PROCESSING,180.1,3467,Group_Beta,PENDING,276.19,4516,Group_Delta,PENDING,297.05,590,Group_Gamma,PROCESSING,21.55,2809,Group_Gamma,APPROVED,231.73,4980,Group_Beta,REJECTED,147.03
2022-12-08,319.88,4634,Group_Alpha,REJECTED,352.12,1884,Group_Beta,APPROVED,338.62,770,Group_Alpha,PROCESSING,364.62,2938,Group_Gamma,APPROVED,55.62,4706,Group_Beta,PENDING,189.57,1526,Group_Gamma,REJECTED,416.61,2676,Group_Gamma,PROCESSING,172.7
2022-12-09,442.46,4403,Group_Delta,APPROVED,37.7,200,Group_Beta,PROCESSING,321.14,829,Group_Alpha,PENDING,449.16,3542,Group_Alpha,PROCESSING,422.11,1892,Group_Gamma,APPROVED,69.67,1294,Group_Alpha,APPROVED,261.57,3855,Group_Alpha,REJECTED,229.12
2022-12-10,60.05,1155,Group_Delta,PROCESSING,407.6,805,Group_Beta,PENDING,189.68,961,Group_Alpha,PENDING,94.95,1035,Group_Delta,REJECTED,425.0,3942,Group_Alpha,PROCESSING,267.88,4575,Group_Gamma,PENDING,264.34,3069,Group_Alpha,PENDING,16.99
2022-12-11,92.03,4415,Group_Delta,PENDING,251.09,2660,Group_Gamma,PENDING,132.87,2917,Group_Gamma,PENDING,441.65,4815,Group_Gamma,PROCESSING,223.68,2894,Group_Alpha,PROCESSING,391.03,1223,Group_Alpha,APPROVED,367.98,2766,Group_Beta,REJECTED,217.33
2022-12-12,370.78,979,Group_Beta,PROCESSING,265.56,873,Group_Delta,PENDING,236.04,1276,Group_Beta,REJECTED,324.86,2699,Group_Beta,PENDING,325.17,1299,Group_Beta,PROCESSING,207.84,2264,Group_Gamma,REJECTED,304.31,4283,Group_Delta,APPROVED,118.56
2022-12-13,414.2,1297,Group_Beta,PROCESSING,99.91,1726,Group_Alpha,APPROVED,53.18,2335,Group_Delta,REJECTED,26.02,3341,Group_Gamma,REJECTED,280.69,1446,Group_Beta,PENDING,340.27,3278,Group_Alpha,PROCESSING,451.13,175,Group_Delta,PROCESSING,248.24
2022-12-14,248.75,3725,Group_Gamma,PROCESSING,136.13,62,Group_Gamma,APPROVED,451.18,983,Group_Delta,PENDING,178.15,99,Group_Beta,REJECTED,374.05,4944,Group_Gamma,PROCESSING,22.91,398,Group_Delta,REJECTED,341.53,2959,Group_Beta,PENDING,47.04
2022-12-15,268.57,2092,Group_Delta,PROCESSING,474.03,67,Group_Delta,PENDING,374.41,3975,Group_Beta,REJECTED,405.81,2860,Group_Beta,PENDING,157.52,2033,Group_Alpha,PROCESSING,43.01,2374,Group_Beta,PENDING,438.83,2625,Group_Alpha,PENDING,325.78
2022-12-16,63.24,1834,Group_Gamma,APPROVED,372.84,4643,Group_Delta,PROCESSING,243.53,3515,Group_Alpha,APPROVED,474.25,1067,Group_Delta,APPROVED,295.85,3226,Group_Alpha,PROCESSING,150.16,4803,Group_Alpha,PENDING,114.65,3459,Group_Beta,REJECTED,357.42
2022-12-17,41.55,3383,Group_Beta,PENDING,198.16,193,Group_Alpha,PENDING,265.5,1070,Group_Gamma,PROCESSING,409.52,1484,Group_Gamma,REJECTED,91.85,4490,Group_Gamma,PENDING,147.22,2369,Group_Beta,PROCESSING,215.55,2574,Group_Beta,PROCESSING,87.0
2022-12-18,471.54,4596,Group_Beta,PROCESSING,428.13,3979,Group_Gamma,PROCESSING,125.66,4655,Group_Beta,APPROVED,394.28,885,Group_Beta,PENDING,245.83,1672,Group_Delta,PROCESSING,49.48,2627,Group_Delta,PROCESSING,182.27,4029,Group_Gamma,PENDING,353.91
2022-12-19,220.66,3840,Group_Alpha,PROCESSING,289.97,2379,Group_Beta,REJECTED,216.79,3590,Group_Delta,PENDING,250.98,4029,Group_Delta,REJECTED,454.5,2500,Group_Alpha,APPROVED,230.93,2810,Group_Beta,PENDING,380.99,3995,Group_Delta,PENDING,404.21
2022-12-20,131.53,3144,Group_Gamma,APPROVED,447.35,3385,Group_Beta,REJECTED,174.37,3156,Group_Delta,APPROVED,42.13,4622,Group_Alpha,APPROVED,285.33,486,Group_Beta,PENDING,323.21,176,Group_Beta,PENDING,58.82,4433,Group_Delta,APPROVED,7.38
2022-12-21,181.16,3850,Group_Gamma,PENDING,231.24,4949,Group_Gamma,REJECTED,7.67,2855,Group_Beta,REJECTED,392.64,3735,Group_Alpha,REJECTED,443.81,2612,Group_Alpha,PENDING,416.15,3982,Group_Delta,APPROVED,234.43,2054,Group_Alpha,REJECTED,157.7
2022-12-22,376.84,4891,Group_Beta,APPROVED,55.42,104,Group_Gamma,REJECTED,389.25,4515,Group_Beta,REJECTED,457.84,2629,Group_Beta,PROCESSING,441.54,4425,Group_Gamma,PENDING,411.04,827,Group_Gamma,APPROVED,316.34,2557,Group_Beta,APPROVED,446.61
2022-12-23,228.11,1171,Group_Gamma,APPROVED,197.17,320,Group_Delta,PROCESSING,100.65,1521,Group_Beta,REJECTED,28.74,4244,Group_Gamma,PROCESSING,69.2,2262,Group_Alpha,APPROVED,317.21,2108,Group_Delta,PROCESSING,375.52,4536,Group_Alpha,APPROVED,11.7
2022-12-24,493.76,4609,Group_Gamma,PROCESSING,396.02,1849,Group_Gamma,REJECTED,382.21,4097,Group_Alpha,REJECTED,309.65,2848,Group_Gamma,PROCESSING,479.98,3414,Group_Beta,REJECTED,11.1,4596,Group_Beta,PROCESSING,365.33,386,Group_Alpha,PROCESSING,47.2
2022-12-25,389.21,1692,Group_Beta,REJECTED,81.58,2000,Group_Alpha,REJECTED,240.55,953,Group_Delta,APPROVED,255.81,1781,Group_Alpha,REJECTED,271.31,2566,Group_Alpha,PROCESSING,20.66,3053,Group_Delta,APPROVED,296.96,4891,Group_Alpha,REJECTED,414.07
2022-12-26,90.03,1605,Group_Alpha,REJECTED,125.08,1384,Group_Beta,PENDING,216.07,545,Group_Alpha,REJECTED,172.48,3229,Group_Gamma,PENDING,371.77,3402,Group_Beta,PROCESSING,148.68,2996,Group_Beta,PROCESSING,21.04,4594,Group_Alpha,REJECTED,133.24
2022-12-27,165.29,3940,Group_Delta,PENDING,235.88,1279,Group_Alpha,REJECTED,412.34,2860,Group_Gamma,APPROVED,418.05,1431,Group_Gamma,REJECTED,261.72,4080,Group_Delta,REJECTED,190.85,3109,Group_Beta,APPROVED,230.77,2709,Group_Gamma,APPROVED,379.89
2022-12-28,155.93,740,Group_Alpha,PROCESSING,40.04,1707,Group_Beta,REJECTED,174.06,3465,Group_Gamma,PENDING,220.43,3692,Group_Gamma,PROCESSING,13.04,758,Group_Alpha,REJECTED,236.14,4837,Group_Gamma,APPROVED,266.35,1761,Group_Delta,REJECTED,274.45
2022-12-29,122.88,3271,Group_Alpha,PROCESSING,42.4,1887,Group_Delta,APPROVED,337.53,1226,Group_Beta,APPROVED,367.16,1267,Group_Gamma,APPROVED,307.46,4383,Group_Alpha,APPROVED,20.65,205,Group_Alpha,PENDING,31.08,3399,Group_Alpha,PENDING,499.39
2022-12-30,423.32,1487,Group_Gamma,PENDING,230.73,2557,Group_Beta,PROCESSING,206.95,1623,Group_Gamma,REJECTED,396.45,1571,Group_Beta,REJECTED,57.84,4747,Group_Delta,APPROVED,57.16,1414,Group_Alpha,PENDING,217.95,4483,Group_Gamma,APPROVED,109.68
2022-12-31,146.75,297,Group_Delta,REJECTED,176.1,3804,Group_Beta,PENDING,36.64,4681,Group_Gamma,APPROVED,293.58,2612,Group_Delta,PROCESSING,272.39,355,Group_Delta,PENDING,376.55,3669,Group_Delta,PENDING,63.07,2980,Group_Alpha,APPROVED,44.91
2023-01-01,261.23,3168,Group_Delta,REJECTED,281.69,1965,Group_Beta,APPROVED,374.14,2521,Group_Gamma,PENDING,102.55,1117,Group_Delta,PENDING,133.38,3749,Group_Alpha,REJECTED,167.88,2963,Group_Gamma,PENDING,138.28,1630,Group_Gamma,APPROVED,47.29
2023-01-02,142.99,2453,Group_Beta,PROCESSING,147.37,2851,Group_Delta,APPROVED,278.38,1920,Group_Delta,PROCESSING,53.74,2469,Group_Delta,PENDING,195.77,4960,Group_Alpha,REJECTED,227.02,809,Group_Alpha,PROCESSING,29.38,2214,Group_Gamma,APPROVED,273.97
2023-01-03,324.62,4577,Group_Delta,PROCESSING,335.84,763,Group_Delta,PROCESSING,91.22,4088,Group_Alpha,PROCESSING,130.06,2768,Group_Beta,PROCESSING,289.57,1591,Group_Gamma,APPROVED,60.37,4794,Group_Beta,PROCESSING,59.07,4924,Group_Gamma,PROCESSING,393.71
2023-01-04,199.79,1240,Group_Gamma,PROCESSING,78.44,1684,Group_Gamma,APPROVED,479.58,2780,Group_Beta,PENDING,383.38,1273,Group_Alpha,PENDING,383.54,4619,Group_Gamma,APPROVED,455.21,4765,Group_Beta,APPROVED,281.62,4141,Group_Delta,PROCESSING,158.95
2023-01-05,216.48,3697,Group_Delta,PROCESSING,482.77,517,Group_Beta,PENDING,433.08,2888,Group_Alpha,APPROVED,127.67,1848,Group_Beta,PROCESSING,108.72,4603,Group_Gamma,PROCESSING,372.33,4620,Group_Gamma,APPROVED,374.5,4550,Group_Beta,PENDING,34.42
2023-01-06,167.79,1095,Group_Alpha,REJECTED,195.96,3522,Group_Alpha,APPROVED,175.46,960,Group_Alpha,PROCESSING,136.03,4818,Group_Beta,PROCESSING,24.73,4148,Group_Gamma,APPROVED,366.57,3230,Group_Gamma,APPROVED,284.73,3081,Group_Delta,PROCESSING,265.48
2023-01-07,84.35,2114,Group_Gamma,REJECTED,73.2,1180,Group_Gamma,PROCESSING,285.71,3870,Group_Beta,APPROVED,27.36,216,Group_Alpha,REJECTED,321.17,2028,Group_Delta,REJECTED,88.05,3747,Group_Gamma,PROCESSING,357.63,4501,Group_Beta,APPROVED,483.0
2023-01-08,14.29,569,Group_Beta,PROCESSING,58.39,1074,Group_Alpha,APPROVED,422.72,2273,Group_Gamma,PENDING,39.69,2566,Group_Delta,REJECTED,314.92,4920,Group_Gamma,PENDING,269.0,2470,Group_Delta,REJECTED,443.22,3749,Group_Delta,REJECTED,273.98
2023-01-09,158.95,2615,Group_Beta,REJECTED,343.85,4738,Group_Delta,REJECTED,315.4,479,Group_Beta,PENDING,15.34,1661,Group_Delta,APPROVED,477.72,1388,Group_Delta,APPROVED,417.39,1533,Group_Alpha,REJECTED,379.18,2807,Group_Gamma,PENDING,327.17
2023-01-10,445.6,4388,Group_Delta,PROCESSING,442.42,2451,Group_Gamma,REJECTED,402.03,97,Group_Gamma,APPROVED,32.61,4923,Group_Gamma,PROCESSING,474.67,1970,Group_Alpha,APPROVED,207.61,876,Group_Beta,PENDING,186.23,3330,Group_Beta,PROCESSING,400.89
2023-01-11,453.04,2512,Group_Beta,PENDING,483.43,4931,Group_Alpha,PROCESSING,318.26,3742,Group_Alpha,PENDING,71.19,3140,Group_Gamma,REJECTED,441.44,3213,Group_Beta,REJECTED,200.98,4281,Group_Gamma,REJECTED,339.76,4617,Group_Gamma,PENDING,429.07
2023-01-12,414.03,3415,Group_Alpha,APPROVED,373.33,4309,Group_Alpha,PROCESSING,29.76,1335,Group_Gamma,REJECTED,399.83,2330,Group_Delta,PENDING,263.73,4707,Group_Alpha,PROCESSING,291.81,4513,Group_Alpha,PROCESSING,25.37,4199,Group_Gamma,PROCESSING,287.37
2023-01-13,373.72,1382,Group_Gamma,APPROVED,101.08,1364,Group_Gamma,PROCESSING,437.33,4296,Group_Beta,REJECTED,177.09,4237,Group_Alpha,PENDING,40.59,394,Group_Alpha,PENDING,481.19,1512,Group_Beta,REJECTED,237.11,3584,Group_Alpha,PROCESSING,120.82
2023-01-14,372.82,2968,Group_Delta,REJECTED,124.5,4822,Group_Gamma,PENDING,423.47,93,Group_Alpha,REJECTED,250.16,3147,Group_Gamma,REJECTED,298.92,1122,Group_Delta,APPROVED,174.47,3531,Group_Delta,REJECTED,412.44,3137,Group_Alpha,PENDING,25.92
2023-01-15,292.02,2814,Group_Gamma,PROCESSING,478.14,2651,Group_Gamma,PROCESSING,439.79,3925,Group_Alpha,REJECTED,361.33,1172,Group_Beta,PROCESSING,395.9,1317,Group_Alpha,APPROVED,198.86,2387,Group_Delta,PENDING,207.64,279,Group_Delta,APPROVED,159.96
2023-01-16,412.67,3094,Group_Delta,PROCESSING,124.62,976,Group_Gamma,REJECTED,223.38,3564,Group_Alpha,APPROVED,158.77,3953,Group_Alpha,APPROVED,130.58,178,Group_Gamma,REJECTED,216.82,3204,Group_Delta,PROCESSING,422.24,1590,Group_Alpha,PROCESSING,133.38
2023-01-17,90.55,1521,Group_Gamma,PENDING,325.89,4117,Group_Gamma,APPROVED,348.97,2278,Group_Delta,PROCESSING,320.7,4464,Group_Alpha,REJECTED,393.05,2827,Group_Alpha,PROCESSING,54.01,2897,Group_Gamma,APPROVED,317.48,579,Group_Gamma,APPROVED,338.63
2023-01-18,39.76,1879,Group_Beta,PROCESSING,190.61,2003,Group_Gamma,PROCESSING,154.46,3404,Group_Gamma,PENDING,450.61,4781,Group_Gamma,PENDING,487.1,3238,Group_Alpha,PENDING,394.27,939,Group_Beta,PROCESSING,381.2,1958,Group_Gamma,PROCESSING,206.12
2023-01-19,8.55,3241,Group_Gamma,PENDING,150.78,5,Group_Alpha,REJECTED,297.18,3344,Group_Gamma,PROCESSING,213.87,1088,Group_Beta,PENDING,169.13,1490,Group_Beta,REJECTED,409.81,4314,Group_Delta,PROCESSING,498.24,611,Group_Alpha,PENDING,262.44
2023-01-20,489.94,3948,Group_Gamma,REJECTED,488.1,2196,Group_Delta,PROCESSING,83.91,2173,Group_Alpha,PROCESSING,101.27,1157,Group_Beta,REJECTED,395.43,1949,Group_Alpha,REJECTED,272.0,3861,Group_Beta,APPROVED,316.93,1968,Group_Gamma,PROCESSING,133.02
2023-01-21,328.27,3787,Group_Beta,PENDING,163.82,782,Group_Gamma,APPROVED,427.17,4808,Group_Gamma,REJECTED,199.58,1453,Group_Gamma,PROCESSING,353.27,3887,Group_Delta,PROCESSING,444.04,3318,Group_Delta,REJECTED,311.35,3071,Group_Gamma,PROCESSING,364.78
2023-01-22,316.83,1733,Group_Beta,PROCESSING,117.69,2684,Group_Alpha,REJECTED,396.08,657,Group_Alpha,PROCESSING,474.06,3363,Group_Gamma,APPROVED,104.72,3627,Group_Alpha,APPROVED,296.12,841,Group_Alpha,APPROVED,391.18,89,Group_Beta,PROCESSING,397.31
2023-01-23,14.11,1384,Group_Beta,APPROVED,206.85,589,Group_Alpha,PENDING,279.44,303,Group_Gamma,REJECTED,222.74,2447,Group_Gamma,APPROVED,210.32,1392,Group_Alpha,PROCESSING,200.72,4581,Group_Gamma,PENDING,408.66,4515,Group_Alpha,PROCESSING,150.16
2023-01-24,86.3,1181,Group_Beta,PENDING,233.78,1031,Group_Delta,APPROVED,405.71,1113,Group_Beta,APPROVED,462.27,4212,Group_Beta,PENDING,44.36,2370,Group_Beta,REJECTED,98.31,1494,Group_Delta,PENDING,108.81,226,Group_Beta,PROCESSING,276.04
2023-01-25,226.75,4467,Group_Beta,APPROVED,44.3,1378,Group_Beta,PENDING,279.45,1962,Group_Beta,APPROVED,210.09,4173,Group_Alpha,PROCESSING,440.07,284,Group_Gamma,APPROVED,329.66,1635,Group_Alpha,APPROVED,171.15,1158,Group_Delta,PENDING,67.5
2023-01-26,403.98,1144,Group_Delta,PENDING,94.83,1460,Group_Beta,PROCESSING,423.31,1670,Group_Beta,PENDING,19.8,3833,Group_Delta,PROCESSING,167.27,3969,Group_Beta,PENDING,292.67,2123,Group_Alpha,PROCESSING,246.33,1401,Group_Delta,REJECTED,143.63
2023-01-27,458.33,501,Group_Beta,PENDING,171.63,2295,Group_Beta,PENDING,209.19,3820,Group_Beta,PENDING,194.09,4062,Group_Delta,PENDING,174.86,2455,Group_Gamma,PROCESSING,107.27,748,Group_Beta,APPROVED,45.76,4085,Group_Delta,PENDING,238.93
2023-01-28,116.77,3534,Group_Alpha,APPROVED,366.75,3623,Group_Gamma,APPROVED,253.14,500,Group_Alpha,PROCESSING,248.43,1188,Group_Alpha,PENDING,109.12,1583,Group_Alpha,PROCESSING,221.71,3156,Group_Beta,PROCESSING,304.83,3152,Group_Delta,PENDING,46.26
2023-01-29,323.53,1924,Group_Alpha,PROCESSING,190.73,2262,Group_Beta,PROCESSING,216.27,1880,Group_Delta,PROCESSING,66.14,134,Group_Beta,REJECTED,195.57,3478,Group_Gamma,APPROVED,89.59,4596,Group_Beta,REJECTED,7.63,2431,Group_Beta,APPROVED,106.44
2023-01-30,369.02,2518,Group_Gamma,REJECTED,410.31,4427,Group_Delta,REJECTED,233.58,620,Group_Delta,PENDING,138.92,920,Group_Alpha,PENDING,351.7,3067,Group_Beta,PENDING,33.59,359,Group_Alpha,PENDING,274.54,2747,Group_Gamma,APPROVED,276.72
2023-01-31,477.62,1885,Group_Gamma,PROCESSING,463.84,4612,Group_Gamma,REJECTED,219.69,4621,Group_Gamma,PENDING,51.62,2168,Group_Delta,REJECTED,94.56,4180,Group_Delta,REJECTED,173.23,1839,Group_Gamma,APPROVED,313.65,3392,Group_Gamma,PENDING,298.23
2023-02-01,321.45,2919,Group_Gamma,PROCESSING,435.57,1821,Group_Beta,PROCESSING,185.38,1092,Group_Alpha,REJECTED,40.99,3331,Group_Gamma,APPROVED,290.12,163,Group_Alpha,REJECTED,316.91,3111,Group_Delta,PROCESSING,74.04,4683,Group_Beta,PENDING,431.04
2023-02-02,335.2,1298,Group_Alpha,PROCESSING,248.8,3056,Group_Beta,PROCESSING,389.74,36,Group_Gamma,PENDING,56.98,4658,Group_Delta,PENDING,172.39,592,Group_Beta,PENDING,80.96,1142,Group_Alpha,REJECTED,339.35,2368,Group_Beta,PROCESSING,433.72
2023-02-03,183.48,1020,Group_Gamma,PROCESSING,290.22,1590,Group_Delta,REJECTED,459.43,4255,Group_Gamma,REJECTED,61.06,2323,Group_Alpha,PENDING,438.31,3705,Group_Gamma,PENDING,272.05,2215,Group_Alpha,PENDING,54.16,1854,Group_Gamma,APPROVED,379.7
2023-02-04,49.06,1902,Group_Delta,PROCESSING,333.86,4914,Group_Gamma,PENDING,51.0,2172,Group_Delta,PROCESSING,342.55,1527,Group_Alpha,PROCESSING,375.71,3026,Group_Gamma,PENDING,214.65,1415,Group_Gamma,PROCESSING,331.84,2074,Group_Delta,PENDING,84.24
2023-02-05,87.74,3452,Group_Alpha,PROCESSING,106.54,4503,Group_Gamma,APPROVED,326.45,116,Group_Gamma,REJECTED,225.0,2793,Group_Delta,PENDING,424.23,2713,Group_Gamma,PENDING,435.56,2285,Group_Beta,APPROVED,124.18,3783,Group_Gamma,PENDING,264.04
2023-02-06,436.86,1265,Group_Alpha,PENDING,391.92,2161,Group_Delta,APPROVED,287.08,2643,Group_Delta,PROCESSING,81.24,1410,Group_Alpha,PENDING,339.92,4619,Group_Delta,PENDING,170.34,4029,Group_Alpha,REJECTED,29.59,2783,Group_Beta,REJECTED,17.32
2023-02-07,276.64,4181,Group_Beta,PROCESSING,169.55,3273,Group_Delta,REJECTED,7.54,4821,Group_Beta,PENDING,414.38,4414,Group_Gamma,REJECTED,447.0,2715,Group_Alpha,PENDING,301.17,1452,Group_Beta,PROCESSING,205.03,1051,Group_Beta,APPROVED,30.72
2023-02-08,72.55,1517,Group_Beta,REJECTED,93.68,3450,Group_Gamma,REJECTED,103.87,4033,Group_Beta,PROCESSING,219.22,4614,Group_Beta,APPROVED,225.64,1736,Group_Gamma,PENDING,380.63,117,Group_Gamma,PROCESSING,490.75,4273,Group_Beta,APPROVED,384.99
2023-02-09,138.97,2725,Group_Delta,APPROVED,227.04,3862,Group_Delta,APPROVED,450.23,3041,Group_Beta,APPROVED,328.84,1798,Group_Beta,PENDING,202.01,757,Group_Gamma,REJECTED,478.9,3018,Group_Beta,APPROVED,487.36,1638,Group_Delta,REJECTED,133.81
2023-02-10,290.2,1592,Group_Beta,PROCESSING,399.96,4542,Group_Gamma,PENDING,18.95,4343,Group_Alpha,REJECTED,219.06,4452,Group_Beta,APPROVED,223.84,680,Group_Alpha,PROCESSING,367.98,943,Group_Beta,PROCESSING,422.0,2661,Group_Gamma,PENDING,346.38
2023-02-11,499.28,1790,Group_Delta,PENDING,185.22,1097,Group_Delta,REJECTED,457.72,3527,Group_Beta,PROCESSING,306.63,863,Group_Alpha,PENDING,18.31,2129,Group_Gamma,APPROVED,100.9,284,Group_Delta,PROCESSING,398.77,3671,Group_Beta,PROCESSING,187.61
2023-02-12,184.46,635,Group_Beta,PENDING,36.93,211,Group_Gamma,PENDING,349.21,1908,Group_Beta,APPROVED,490.63,1726,Group_Gamma,APPROVED,275.65,4350,Group_Gamma,PENDING,206.65,2831,Group_Beta,PROCESSING,485.44,1292,Group_Beta,PROCESSING,232.66
2023-02-13,288.31,4945,Group_Alpha,PROCESSING,259.87,3023,Group_Alpha,REJECTED,443.15,2030,Group_Alpha,REJECTED,497.16,1742,Group_Beta,PROCESSING,66.77,2997,Group_Alpha,PROCESSING,46.92,4024,Group_Delta,PROCESSING,317.4,1557,Group_Beta,REJECTED,472.09
2023-02-14,430.24,4513,Group_Gamma,PENDING,175.29,817,Group_Beta,PENDING,191.89,2396,Group_Beta,REJECTED,327.53,1873,Group_Gamma,PENDING,131.38,3379,Group_Alpha,APPROVED,29.41,1314,Group_Alpha,PENDING,102.28,142,Group_Beta,REJECTED,399.27
2023-02-15,82.55,3057,Group_Alpha,APPROVED,153.62,4114,Group_Delta,APPROVED,266.29,1178,Group_Gamma,PENDING,119.38,4650,Group_Delta,PROCESSING,145.83,3127,Group_Alpha,PENDING,362.22,417,Group_Beta,PENDING,259.41,2809,Group_Beta,APPROVED,262.27
2023-02-16,422.06,4233,Group_Alpha,PROCESSING,206.38,2346,Group_Beta,PENDING,188.01,654,Group_Beta,REJECTED,134.11,547,Group_Alpha,REJECTED,167.49,901,Group_Alpha,PROCESSING,150.82,4213,Group_Beta,PENDING,72.9,237,Group_Gamma,PENDING,212.56
2023-02-17,162.82,2795,Group_Beta,PROCESSING,206.68,4253,Group_Delta,PENDING,301.59,2225,Group_Alpha,REJECTED,369.72,2756,Group_Beta,APPROVED,148.01,4196,Group_Gamma,PENDING,137.48,938,Group_Beta,PROCESSING,28.15,2849,Group_Delta,PROCESSING,352.12
2023-02-18,208.16,193,Group_Gamma,REJECTED,169.31,3582,Group_Alpha,PENDING,490.15,2581,Group_Beta,REJECTED,126.57,2847,Group_Beta,PENDING,287.92,2559,Group_Delta,PENDING,175.77,2190,Group_Alpha,PENDING,65.91,2045,Group_Delta,REJECTED,217.96
2023-02-19,340.92,964,Group_Gamma,PROCESSING,20.97,291,Group_Beta,PENDING,142.55,4705,Group_Beta,PENDING,145.23,2682,Group_Delta,PROCESSING,483.42,4189,Group_Delta,APPROVED,244.49,4816,Group_Beta,APPROVED,360.82,1475,Group_Delta,PROCESSING,200.15
2023-02-20,366.25,293,Group_Delta,REJECTED,178.6,2098,Group_Alpha,REJECTED,173.39,1066,Group_Gamma,PROCESSING,211.33,4578,Group_Delta,APPROVED,184.94,4442,Group_Alpha,PROCESSING,118.42,196,Group_Alpha,APPROVED,56.87,462,Group_Delta,PENDING,352.07
2023-02-21,128.29,4566,Group_Gamma,REJECTED,353.7,4875,Group_Gamma,APPROVED,273.66,2070,Group_Beta,APPROVED,430.9,2198,Group_Gamma,PROCESSING,222.0,1636,Group_Gamma,PENDING,24.5,674,Group_Beta,PENDING,71.79,896,Group_Gamma,PENDING,216.86
2023-02-22,301.93,1426,Group_Alpha,PROCESSING,341.39,4209,Group_Delta,REJECTED,299.9,1534,Group_Gamma,PROCESSING,160.29,2179,Group_Delta,APPROVED,497.44,1956,Group_Gamma,PROCESSING,332.46,234,Group_Gamma,PENDING,297.52,4645,Group_Delta,PROCESSING,191.57
