Date,Revenue,Expenses,Profit,Margin_Pct,Unit_Price,Units_Sold,Customer_Visits,Support_Tickets,Inventory_Level,New_Signups,Region,Category,Sales_Channel,Status,Priority,CSAT_Score,NPS_Score,Conversion_Rate,Churn_Risk,Server_Uptime_Pct,Latency_ms,Error_Count,Fulfillment_Days,Transaction_ID,Customer_ID,Is_Promotional,Discount_Applied,Tax_Amount,Shipping_Cost
2025-07-01,53740.76,36616.92,17123.84,31.86,330.76,69,3109,22,389,7,Latin America,Electronics,Retail Store,Completed,Medium,2.5,53,0.1779,0.091,99.449,143.5,3,4,1867650,CUST-78193,False,0.0,4299.26,27.58
2025-07-02,73661.8,31263.79,42398.01,57.56,403.12,509,3919,10,1604,99,North America,Sports,Direct Sales,Completed,Low,1.4,84,0.2537,0.376,99.454,145.3,4,10,9475791,CUST-60590,True,0.26,5892.94,35.26
2025-07-03,48570.57,19824.65,28745.92,59.18,494.22,317,123,17,181,47,North America,Sports,Direct Sales,Completed,Low,3.1,-62,0.2564,0.889,98.006,127.8,2,3,6522161,CUST-16478,True,0.09,3885.65,32.28
2025-07-04,54185.32,31691.17,22494.15,41.51,179.72,502,4159,20,1681,137,Latin America,Sports,Direct Sales,Completed,Low,1.0,-68,0.0646,0.798,99.369,133.8,1,2,6567449,CUST-92051,False,0.0,4334.83,41.65
2025-07-05,59118.45,38501.26,20617.19,34.87,303.7,420,3193,24,259,14,North America,Beauty,Online,Shipped,Low,2.1,-23,0.1729,0.233,99.369,155.6,6,6,9619825,CUST-49597,False,0.0,4729.48,7.74
2025-07-06,52799.14,26994.93,25804.21,48.87,469.2,149,3010,17,1078,28,Asia-Pacific,Apparel,Retail Store,Pending,High,4.5,-70,0.0627,0.89,98.124,160.3,1,1,4104370,CUST-90031,False,0.0,4223.93,34.1
2025-07-07,43303.5,40808.91,2494.59,5.76,91.85,918,2070,8,426,26,Asia-Pacific,Home & Kitchen,Wholesale,Shipped,Low,1.9,-80,0.0689,0.681,98.854,41.9,1,8,5371179,CUST-47200,True,0.1,3464.28,37.29
2025-07-08,52911.35,40341.96,12569.39,23.76,361.65,337,1638,9,689,93,Europe,Home & Kitchen,Direct Sales,Completed,High,1.3,77,0.1696,0.264,98.157,144.7,0,1,7370619,CUST-36092,False,0.0,4232.91,40.66
2025-07-09,66104.48,43309.86,22794.62,34.48,379.94,473,3241,15,1127,7,Latin America,Sports,Online,Completed,Medium,2.0,27,0.071,0.045,98.382,137.0,0,10,5705447,CUST-37046,True,0.16,5288.36,21.66
2025-07-10,34602.27,32441.95,2160.32,6.24,53.6,711,4867,20,1571,148,Europe,Electronics,Wholesale,Completed,Medium,4.3,33,0.0647,0.497,98.98,130.4,1,2,3061654,CUST-53739,False,0.0,2768.18,18.16
2025-07-11,51994.55,34699.13,17295.42,33.26,432.01,646,4069,17,1271,116,Asia-Pacific,Sports,Direct Sales,Completed,Medium,3.3,87,0.0625,0.713,98.024,136.6,1,3,2659317,CUST-73939,True,0.17,4159.56,34.91
2025-07-12,39498.19,41313.5,-1815.31,-4.6,408.42,934,3024,13,490,8,Asia-Pacific,Beauty,Online,Pending,Low,3.3,-11,0.1466,0.269,98.19,109.0,1,4,6373054,CUST-12971,False,0.0,3159.86,28.18
2025-07-13,67925.7,33579.15,34346.55,50.56,26.37,172,670,13,1791,111,Asia-Pacific,Beauty,Wholesale,Completed,Low,1.0,100,0.1898,0.169,98.17,36.1,2,5,3168002,CUST-77468,True,0.17,5434.06,21.93
2025-07-14,27152.2,25990.13,1162.07,4.28,54.63,69,4959,16,1253,44,Middle East,Sports,Wholesale,Cancelled,Low,2.9,40,0.4427,0.075,98.249,98.8,2,4,5328826,CUST-89835,False,0.0,2172.18,38.53
2025-07-15,41616.17,26411.66,15204.51,36.54,34.07,934,1342,19,290,20,North America,Home & Kitchen,Direct Sales,Pending,Medium,2.1,-43,0.0412,0.842,98.1,56.0,2,6,4254951,CUST-99338,True,0.09,3329.29,26.65
2025-07-16,55658.18,31908.44,23749.74,42.67,174.02,40,812,17,1859,109,Europe,Beauty,Online,Shipped,Medium,2.3,71,0.1291,0.055,99.224,62.2,4,3,4495817,CUST-85064,False,0.0,4452.65,25.61
2025-07-17,73482.86,19675.51,53807.35,73.22,259.55,342,4962,18,1393,76,Europe,Books,Wholesale,Pending,Medium,3.4,-69,0.0811,0.609,98.357,157.4,6,8,1589110,CUST-77943,False,0.0,5878.63,21.13
2025-07-18,49013.75,28853.93,20159.82,41.13,270.85,85,1393,14,550,92,Asia-Pacific,Electronics,Retail Store,Completed,Low,4.5,-42,0.0972,0.763,99.725,100.9,2,11,7908255,CUST-22567,False,0.0,3921.1,7.21
2025-07-19,41672.01,38772.38,2899.63,6.96,141.16,764,2966,18,1723,20,Middle East,Electronics,Retail Store,Pending,Critical,1.7,2,0.3393,0.78,99.77,129.4,4,2,8947336,CUST-63256,False,0.0,3333.76,42.51
2025-07-20,78217.36,12469.97,65747.39,84.06,456.68,326,1774,15,72,122,Europe,Beauty,Wholesale,Completed,Low,4.1,-20,0.2882,0.654,99.382,120.2,3,9,8003582,CUST-42774,False,0.0,6257.39,20.42
2025-07-21,28279.79,42275.86,-13996.07,-49.49,190.45,779,3763,18,681,95,Europe,Home & Kitchen,Direct Sales,Completed,Low,1.2,72,0.2238,0.653,98.13,166.9,3,7,7675516,CUST-45940,True,0.24,2262.38,24.65
2025-07-22,17017.91,38978.99,-21961.08,-129.05,32.32,426,1459,15,1700,24,Middle East,Sports,Direct Sales,Completed,High,2.3,82,0.071,0.474,99.783,122.6,2,8,8488237,CUST-16499,False,0.0,1361.43,10.31
2025-07-23,56600.22,26321.88,30278.34,53.5,157.11,977,735,18,1066,88,Asia-Pacific,Books,Direct Sales,Completed,Low,1.9,76,0.4396,0.417,98.837,99.1,2,6,7295105,CUST-23077,False,0.0,4528.02,32.62
2025-07-24,42469.19,34347.13,8122.06,19.12,270.24,199,1309,17,1667,87,Middle East,Books,Wholesale,Completed,Critical,4.7,-40,0.3086,0.137,98.362,171.8,2,5,9621386,CUST-98194,False,0.0,3397.54,31.75
2025-07-25,34681.51,30025.18,4656.33,13.43,210.03,498,2712,22,1781,130,North America,Sports,Direct Sales,Completed,Low,1.7,-61,0.0279,0.535,99.558,102.5,2,12,5006391,CUST-94551,False,0.0,2774.52,18.69
2025-07-26,60625.35,39839.92,20785.43,34.29,144.18,898,1397,16,1253,55,Europe,Books,Direct Sales,Completed,Low,3.3,-19,0.348,0.071,98.693,134.6,1,5,2520665,CUST-12051,True,0.18,4850.03,21.12
2025-07-27,53657.01,37861.47,15795.54,29.44,74.35,324,457,16,1937,22,North America,Apparel,Retail Store,Shipped,Low,1.7,61,0.1779,0.468,99.012,137.4,1,12,6210639,CUST-80634,False,0.0,4292.56,38.71
2025-07-28,41538.82,18799.43,22739.39,54.74,411.39,305,340,16,224,85,Europe,Beauty,Online,Completed,Medium,2.9,12,0.2664,0.731,99.486,76.5,0,7,6986000,CUST-61369,True,0.25,3323.11,29.04
2025-07-29,30795.43,34698.1,-3902.67,-12.67,498.11,510,2704,16,247,101,North America,Books,Retail Store,Completed,Medium,2.7,-12,0.3721,0.443,98.202,152.2,1,4,8446999,CUST-97169,True,0.2,2463.63,16.25
2025-07-30,63086.86,28354.98,34731.88,55.05,171.48,186,4164,21,1611,121,Europe,Beauty,Wholesale,Completed,Low,1.2,-89,0.1833,0.508,98.339,167.4,3,1,6504137,CUST-86589,True,0.16,5046.95,30.37
2025-07-31,59753.02,30662.66,29090.36,48.68,196.99,809,1926,8,1527,128,Asia-Pacific,Home & Kitchen,Retail Store,Shipped,Low,4.3,42,0.2884,0.842,99.937,80.3,2,6,6209785,CUST-10615,False,0.0,4780.24,44.37
2025-08-01,48512.36,24174.62,24337.74,50.17,312.84,815,3658,12,148,32,Latin America,Home & Kitchen,Online,Completed,Low,4.1,6,0.1342,0.647,99.427,121.0,1,5,5847359,CUST-75029,False,0.0,3880.99,49.85
2025-08-02,77699.55,43985.1,33714.45,43.39,362.04,869,3960,14,794,93,Middle East,Sports,Retail Store,Completed,Low,2.1,-92,0.3005,0.128,98.462,166.9,3,7,1091759,CUST-37192,False,0.0,6215.96,9.08
2025-08-03,33948.73,38320.49,-4371.76,-12.88,202.09,728,4351,21,1500,145,Europe,Home & Kitchen,Direct Sales,Completed,High,3.5,47,0.2329,0.543,99.148,63.1,3,1,2675391,CUST-61797,False,0.0,2715.9,25.15
2025-08-04,27117.12,24081.83,3035.29,11.19,453.42,224,4547,12,502,10,Middle East,Apparel,Online,Shipped,Low,2.5,-12,0.2191,0.365,98.376,142.0,2,7,3756136,CUST-32146,False,0.0,2169.37,25.11
2025-08-05,39621.38,19323.12,20298.26,51.23,284.4,865,4239,11,1264,110,Europe,Home & Kitchen,Wholesale,Completed,High,4.1,10,0.2,0.207,99.731,76.3,0,11,8586091,CUST-47193,True,0.15,3169.71,47.47
2025-08-06,49316.21,26914.62,22401.59,45.42,230.69,662,237,24,1023,123,Latin America,Beauty,Retail Store,Completed,Low,3.8,-52,0.0847,0.648,98.897,108.8,1,10,4660580,CUST-77671,False,0.0,3945.3,46.41
2025-08-07,53650.09,33476.02,20174.07,37.6,326.87,606,3834,11,1651,141,Asia-Pacific,Electronics,Retail Store,Completed,Low,1.4,-87,0.0832,0.387,99.614,112.6,4,2,1797217,CUST-96254,False,0.0,4292.01,25.22
2025-08-08,46381.46,31921.65,14459.81,31.18,476.87,703,2067,16,1831,33,Asia-Pacific,Electronics,Direct Sales,Pending,Medium,4.4,32,0.0555,0.767,99.944,78.8,2,7,7741329,CUST-16971,True,0.2,3710.52,17.07
2025-08-09,55280.83,40025.06,15255.77,27.6,399.33,341,4949,21,548,69,Middle East,Beauty,Online,Completed,High,1.7,25,0.3206,0.587,99.962,88.1,1,10,4909906,CUST-57142,False,0.0,4422.47,34.02
2025-08-10,31226.91,36319.36,-5092.45,-16.31,29.61,137,242,14,1689,60,Latin America,Electronics,Direct Sales,Shipped,High,1.7,-53,0.1332,0.104,98.275,117.5,1,11,8485776,CUST-74155,False,0.0,2498.15,10.42
2025-08-11,71656.47,37756.55,33899.92,47.31,172.83,278,3733,17,1264,34,Middle East,Books,Retail Store,Completed,Medium,3.9,-44,0.2311,0.35,99.89,168.2,2,2,1584102,CUST-94710,False,0.0,5732.52,14.16
2025-08-12,48767.73,32614.84,16152.89,33.12,240.57,560,2659,14,190,118,Asia-Pacific,Electronics,Retail Store,Completed,Low,1.7,-8,0.31,0.27,98.541,136.8,4,3,3161394,CUST-35388,False,0.0,3901.42,41.99
2025-08-13,66759.44,18885.61,47873.83,71.71,164.11,544,4257,12,1764,100,North America,Apparel,Online,Completed,Low,1.5,-41,0.1872,0.15,98.719,62.6,3,7,2642050,CUST-50539,False,0.0,5340.76,42.69
2025-08-14,55140.88,28434.41,26706.47,48.43,353.09,763,2119,17,822,125,Middle East,Home & Kitchen,Retail Store,Pending,Medium,2.3,99,0.0696,0.8,98.126,136.3,1,2,7657865,CUST-77537,False,0.0,4411.27,45.71
2025-08-15,56851.3,38480.72,18370.58,32.31,414.87,375,2949,18,224,62,Europe,Electronics,Online,Completed,Low,4.4,-20,0.1749,0.379,99.291,121.4,3,4,9778923,CUST-40082,False,0.0,4548.1,38.55
2025-08-16,58546.51,29587.82,28958.69,49.46,368.36,628,1292,18,469,142,Asia-Pacific,Electronics,Wholesale,Completed,High,1.7,-58,0.0576,0.613,99.288,97.8,3,9,9780790,CUST-74237,True,0.18,4683.72,12.51
2025-08-17,56715.63,34024.72,22690.91,40.01,494.77,357,2413,15,725,30,Europe,Sports,Retail Store,Shipped,Medium,2.4,-19,0.1739,0.882,99.554,104.7,4,6,4923981,CUST-85584,False,0.0,4537.25,18.12
2025-08-18,59640.84,27450.01,32190.83,53.97,143.55,151,2455,16,1507,19,Latin America,Apparel,Online,Completed,High,2.1,-10,0.0666,0.543,99.893,137.4,0,11,4631769,CUST-24432,True,0.11,4771.27,25.83
2025-08-19,69937.29,21761.51,48175.78,68.88,438.74,154,2606,16,1513,93,Asia-Pacific,Sports,Online,Completed,Medium,2.4,-37,0.0635,0.258,98.856,65.0,3,8,2371457,CUST-87357,False,0.0,5594.98,19.39
2025-08-20,52947.82,29013.25,23934.57,45.2,385.65,801,433,16,1604,19,Asia-Pacific,Apparel,Direct Sales,Completed,High,3.9,-99,0.3019,0.791,98.815,97.4,1,11,7608256,CUST-94729,False,0.0,4235.83,29.04
2025-08-21,60635.06,32472.38,28162.68,46.45,187.47,254,2662,13,581,101,Middle East,Electronics,Retail Store,Cancelled,Low,2.6,-100,0.1756,0.436,99.278,79.9,2,9,5076597,CUST-76211,False,0.0,4850.8,9.27
2025-08-22,48653.96,24754.5,23899.46,49.12,369.72,451,2820,19,967,79,Middle East,Books,Direct Sales,Shipped,Medium,4.0,17,0.1129,0.564,99.335,92.0,1,12,8683684,CUST-66867,False,0.0,3892.32,47.85
2025-08-23,71601.76,28114.31,43487.45,60.74,61.0,712,2538,25,1872,92,Europe,Electronics,Online,Pending,Low,3.6,-37,0.3056,0.902,98.89,131.5,3,9,3209366,CUST-99251,False,0.0,5728.14,49.08
2025-08-24,39854.12,22484.29,17369.83,43.58,396.77,299,1895,18,410,10,Middle East,Books,Wholesale,Completed,Medium,2.4,-29,0.0339,0.489,99.839,121.7,0,7,9378011,CUST-92094,False,0.0,3188.33,8.3
2025-08-25,77014.11,38953.96,38060.15,49.42,270.84,700,353,15,1824,67,North America,Sports,Wholesale,Completed,Medium,2.7,-16,0.1221,0.335,98.104,143.5,2,11,2908500,CUST-41113,False,0.0,6161.13,6.82
2025-08-26,49397.63,27644.35,21753.28,44.04,153.22,121,3757,12,495,33,Asia-Pacific,Home & Kitchen,Retail Store,Completed,High,3.8,-77,0.1069,0.727,99.513,41.1,0,10,5277984,CUST-36389,False,0.0,3951.81,26.92
2025-08-27,28538.37,41622.04,-13083.67,-45.85,331.33,223,1523,15,605,52,Latin America,Beauty,Wholesale,Completed,Medium,3.1,29,0.078,0.134,98.416,110.6,2,2,6098183,CUST-86827,False,0.0,2283.07,11.46
2025-08-28,51921.57,42229.98,9691.59,18.67,324.39,659,3337,7,757,26,Asia-Pacific,Home & Kitchen,Retail Store,Completed,Medium,4.5,-42,0.3666,0.914,98.991,116.3,4,12,3549343,CUST-87475,False,0.0,4153.73,11.24
2025-08-29,39784.23,29351.63,10432.6,26.22,112.65,895,3431,23,1780,31,Europe,Electronics,Retail Store,Shipped,Low,4.7,1,0.2379,0.916,99.703,62.7,3,11,4757996,CUST-67965,True,0.1,3182.74,21.54
2025-08-30,62609.65,21932.41,40677.24,64.97,24.89,209,1127,15,1430,89,Middle East,Electronics,Online,Completed,High,3.9,61,0.1932,0.579,98.659,95.9,1,11,5206436,CUST-82204,False,0.0,5008.77,48.13
2025-08-31,40210.64,13312.82,26897.82,66.89,222.48,414,2266,14,1930,83,Asia-Pacific,Books,Online,Pending,Low,5.0,-45,0.0763,0.154,99.799,119.3,2,6,6972846,CUST-35249,True,0.19,3216.85,47.16
2025-09-01,43307.25,18223.7,25083.55,57.92,289.06,430,4094,18,610,142,Middle East,Apparel,Online,Completed,High,3.4,13,0.0827,0.452,98.901,131.2,5,8,4396701,CUST-69087,False,0.0,3464.58,46.75
2025-09-02,21656.89,19009.32,2647.57,12.23,439.54,16,569,18,1046,26,Europe,Sports,Direct Sales,Pending,Medium,1.2,-96,0.2087,0.423,99.406,132.2,1,12,3551801,CUST-36074,False,0.0,1732.55,12.57
2025-09-03,43215.41,41027.76,2187.65,5.06,464.83,867,1193,18,108,88,Middle East,Sports,Online,Completed,High,3.0,8,0.2682,0.298,99.445,51.0,1,13,2563565,CUST-58789,False,0.0,3457.23,8.83
2025-09-04,13641.81,30926.6,-17284.79,-126.7,269.11,534,4889,10,1717,87,Latin America,Sports,Retail Store,Completed,Medium,1.9,23,0.0147,0.175,98.522,97.9,0,4,3157697,CUST-14527,False,0.0,1091.34,9.96
2025-09-05,26241.46,33116.84,-6875.38,-26.2,379.36,601,3012,21,934,54,Europe,Books,Online,Completed,Medium,2.3,82,0.0888,0.264,99.801,66.5,0,9,6232218,CUST-88997,False,0.0,2099.32,31.55
2025-09-06,61406.22,12236.63,49169.59,80.07,225.26,295,280,19,1240,133,Asia-Pacific,Apparel,Direct Sales,Refunded,Low,3.0,18,0.2937,0.556,98.249,119.8,0,8,2816822,CUST-11862,True,0.18,4912.5,20.26
2025-09-07,61787.0,20416.27,41370.73,66.96,375.58,680,4167,15,1720,65,Asia-Pacific,Apparel,Online,Refunded,Medium,2.2,-65,0.1645,0.686,99.18,104.9,0,1,9265720,CUST-41030,False,0.0,4942.96,44.39
2025-09-08,56381.86,37096.64,19285.22,34.2,110.35,398,3176,16,1016,34,Latin America,Apparel,Wholesale,Completed,Low,2.2,-29,0.2666,0.98,99.858,98.1,5,8,3869391,CUST-39351,False,0.0,4510.55,34.65
2025-09-09,35495.36,32294.19,3201.17,9.02,191.82,425,1320,14,994,80,North America,Apparel,Retail Store,Completed,Medium,2.6,-7,0.048,0.216,98.062,230.9,2,13,8194992,CUST-78739,False,0.0,2839.63,49.92
2025-09-10,49284.33,28822.36,20461.97,41.52,320.77,793,4242,14,1674,41,Middle East,Electronics,Wholesale,Completed,Low,2.1,82,0.0928,0.204,99.063,83.2,2,9,3857456,CUST-46685,False,0.0,3942.75,45.88
2025-09-11,49945.96,34518.74,15427.22,30.89,18.9,722,3723,11,1856,133,Asia-Pacific,Beauty,Wholesale,Completed,Medium,1.7,37,0.1428,0.117,98.493,119.4,2,12,4014349,CUST-57914,False,0.0,3995.68,30.68
2025-09-12,32624.53,43086.38,-10461.85,-32.07,364.01,159,4829,18,312,147,Latin America,Sports,Direct Sales,Shipped,Low,4.1,-16,0.0095,0.939,98.385,136.8,3,1,7541502,CUST-19024,True,0.13,2609.96,42.41
2025-09-13,72550.97,28231.66,44319.31,61.09,419.41,969,1663,22,1504,17,Middle East,Beauty,Wholesale,Completed,Low,2.6,73,0.3195,0.382,98.468,132.5,3,12,8986782,CUST-37601,False,0.0,5804.08,12.21
2025-09-14,63160.43,30554.96,32605.47,51.62,205.58,437,4784,13,1701,49,Europe,Home & Kitchen,Online,Completed,High,4.3,-49,0.2803,0.924,99.805,140.2,1,9,2419191,CUST-28306,False,0.0,5052.83,43.71
2025-09-15,46685.54,31540.78,15144.76,32.44,229.49,817,3732,11,245,8,Latin America,Home & Kitchen,Retail Store,Pending,High,4.5,89,0.1711,0.889,98.851,132.4,2,1,4176931,CUST-89799,False,0.0,3734.84,37.21
2025-09-16,50403.29,49136.88,1266.41,2.51,427.13,302,2457,20,403,19,Europe,Home & Kitchen,Wholesale,Completed,Medium,4.0,31,0.1385,0.044,98.472,108.4,2,10,2514268,CUST-70116,False,0.0,4032.26,22.43
2025-09-17,53125.74,13205.15,39920.59,75.14,390.07,343,1662,14,935,108,Europe,Books,Wholesale,Pending,High,2.6,83,0.2178,0.28,99.855,120.4,2,7,7784457,CUST-26460,True,0.12,4250.06,41.32
2025-09-18,19373.98,35465.78,-16091.8,-83.06,151.19,281,1513,20,990,95,Europe,Home & Kitchen,Retail Store,Completed,Low,3.9,-90,0.2147,0.303,98.643,97.0,3,2,1716718,CUST-82752,False,0.0,1549.92,34.57
2025-09-19,46292.34,29081.58,17210.76,37.18,168.75,52,2606,21,1693,147,Middle East,Sports,Online,Shipped,Low,1.6,4,0.4641,0.277,99.447,94.0,1,4,6988587,CUST-46590,False,0.0,3703.39,8.91
2025-09-20,39770.24,34534.17,5236.07,13.17,342.65,477,4928,15,1947,43,North America,Home & Kitchen,Wholesale,Completed,Low,3.6,77,0.0997,0.425,99.074,73.9,0,13,6609568,CUST-21674,False,0.0,3181.62,49.05
2025-09-21,34975.7,24741.02,10234.68,29.26,285.97,328,1117,12,964,83,Europe,Home & Kitchen,Retail Store,Completed,Low,2.6,88,0.1089,0.499,99.358,147.6,2,8,9788702,CUST-56651,True,0.2,2798.06,17.2
2025-09-22,45783.5,29608.28,16175.22,35.33,89.49,501,3754,14,96,64,Asia-Pacific,Electronics,Online,Cancelled,Low,3.6,50,0.09,0.758,98.365,158.6,0,8,9755253,CUST-26834,False,0.0,3662.68,29.63
2025-09-23,76965.3,35691.28,41274.02,53.63,161.87,536,857,15,802,98,Middle East,Home & Kitchen,Online,Completed,Medium,4.0,25,0.1858,0.268,99.357,99.4,4,10,2276612,CUST-47828,True,0.16,6157.22,44.12
2025-09-24,59612.64,54903.28,4709.36,7.9,450.99,769,3879,14,1382,47,Middle East,Beauty,Online,Cancelled,Low,3.3,12,0.0721,0.299,99.812,117.3,2,7,8435365,CUST-93197,False,0.0,4769.01,17.99
2025-09-25,41432.32,36464.29,4968.03,11.99,347.21,181,720,14,279,136,Europe,Electronics,Direct Sales,Pending,Low,3.6,-71,0.2048,0.599,98.202,176.0,1,4,5784596,CUST-21768,False,0.0,3314.59,15.39
2025-09-26,58588.74,23215.48,35373.26,60.38,493.13,739,1988,20,1484,81,Asia-Pacific,Apparel,Online,Cancelled,Medium,1.9,22,0.1534,0.179,98.653,159.3,1,4,6619178,CUST-21940,False,0.0,4687.1,29.99
2025-09-27,70990.33,26609.92,44380.41,62.52,385.84,658,3684,16,1974,43,Latin America,Books,Online,Completed,Low,3.4,-13,0.339,0.473,99.945,151.2,2,6,7627736,CUST-46735,False,0.0,5679.23,20.83
2025-09-28,63869.51,26372.69,37496.82,58.71,471.57,330,281,18,806,58,Middle East,Electronics,Retail Store,Completed,Low,2.8,-76,0.2551,0.251,98.45,129.4,2,10,6655048,CUST-88076,False,0.0,5109.56,36.13
2025-09-29,50894.46,15634.85,35259.61,69.28,115.93,748,2828,10,365,58,Europe,Electronics,Direct Sales,Shipped,Low,2.7,-71,0.0418,0.198,98.119,98.0,0,5,1528788,CUST-94581,True,0.14,4071.56,19.48
2025-09-30,40295.95,27359.28,12936.67,32.1,388.03,53,2395,8,811,66,Europe,Beauty,Online,Shipped,Critical,2.6,66,0.1049,0.796,98.11,102.0,1,9,8701302,CUST-92881,True,0.24,3223.68,49.52
2025-10-01,60473.35,35862.63,24610.72,40.7,19.91,541,2767,17,1150,139,North America,Sports,Wholesale,Pending,Low,2.2,-27,0.2558,0.707,98.551,128.2,1,5,5725825,CUST-35309,False,0.0,4837.87,17.73
2025-10-02,55902.28,19806.14,36096.14,64.57,338.67,640,1899,14,111,17,North America,Sports,Direct Sales,Completed,High,2.2,23,0.1854,0.25,98.99,135.3,1,6,6910093,CUST-52266,False,0.0,4472.18,33.68
2025-10-03,63427.9,38387.86,25040.04,39.48,239.95,463,1599,21,1644,119,Latin America,Home & Kitchen,Retail Store,Cancelled,Medium,3.8,38,0.152,0.415,98.538,86.1,3,8,3485099,CUST-95068,False,0.0,5074.23,17.22
2025-10-04,59527.58,33902.2,25625.38,43.05,179.91,755,1084,19,287,43,Latin America,Apparel,Direct Sales,Completed,Low,3.2,-28,0.1586,0.154,98.562,163.6,1,10,9994152,CUST-19523,False,0.0,4762.21,25.76
2025-10-05,65743.29,24126.13,41617.16,63.3,432.58,979,3653,18,1774,88,Latin America,Beauty,Wholesale,Pending,Low,1.1,63,0.1303,0.053,99.663,169.3,4,4,3430104,CUST-86473,True,0.1,5259.46,18.11
2025-10-06,41971.47,28867.76,13103.71,31.22,428.59,889,2464,15,1641,109,Latin America,Beauty,Direct Sales,Completed,Medium,1.2,11,0.1867,0.585,99.534,147.8,3,10,5698162,CUST-87914,False,0.0,3357.72,23.71
2025-10-07,69760.91,42786.57,26974.34,38.67,20.93,900,3405,19,127,116,Europe,Electronics,Wholesale,Completed,Critical,3.3,79,0.0866,0.364,98.622,172.6,3,10,3463899,CUST-43597,False,0.0,5580.87,33.44
2025-10-08,52963.99,35868.38,17095.61,32.28,308.66,938,2315,14,783,76,Europe,Apparel,Online,Completed,Low,4.4,-96,0.0541,0.207,98.69,142.3,0,2,6375674,CUST-22719,True,0.18,4237.12,36.76
2025-10-09,81128.91,30070.27,51058.64,62.94,190.24,857,2890,13,608,7,Europe,Beauty,Online,Shipped,Low,1.2,-25,0.0758,0.115,99.939,129.6,3,2,2562858,CUST-47446,False,0.0,6490.31,15.61
2025-10-10,39662.18,28098.53,11563.65,29.16,213.67,877,225,11,993,77,Asia-Pacific,Sports,Direct Sales,Pending,Low,3.0,41,0.2412,0.68,99.9,121.8,1,13,6880293,CUST-89795,False,0.0,3172.97,45.46
2025-10-11,76039.46,30612.87,45426.59,59.74,417.7,783,2720,15,699,12,Latin America,Books,Direct Sales,Refunded,Low,4.4,47,0.1446,0.271,99.946,108.9,4,11,5590892,CUST-83706,False,0.0,6083.16,19.5
2025-10-12,52968.66,25905.89,27062.77,51.09,161.82,92,4315,12,1489,80,Asia-Pacific,Books,Retail Store,Completed,High,1.0,-81,0.0972,0.907,99.878,119.8,2,10,7160064,CUST-43346,True,0.21,4237.49,7.78
2025-10-13,40228.73,13162.0,27066.73,67.28,472.09,552,1551,18,1097,96,Middle East,Beauty,Retail Store,Completed,Medium,2.1,71,0.3531,0.193,99.256,83.6,3,13,4821673,CUST-85918,True,0.25,3218.3,47.61
2025-10-14,42741.71,46337.42,-3595.71,-8.41,98.02,331,1108,16,1102,110,Middle East,Electronics,Wholesale,Completed,Low,4.7,-1,0.2609,0.244,98.617,117.1,1,5,8451932,CUST-16082,False,0.0,3419.34,17.25
2025-10-15,45194.79,31242.6,13952.19,30.87,334.73,795,1313,25,1564,53,Europe,Books,Online,Completed,High,1.3,-76,0.1813,0.852,99.939,79.1,4,2,9340492,CUST-69708,False,0.0,3615.58,49.85
2025-10-16,56362.49,33185.18,23177.31,41.12,339.33,243,3804,18,1208,47,Middle East,Electronics,Direct Sales,Completed,Low,3.4,68,0.032,0.572,99.486,92.0,2,13,8984562,CUST-29565,False,0.0,4509.0,29.63
2025-10-17,57842.53,29536.74,28305.79,48.94,133.58,549,3230,15,400,142,Europe,Home & Kitchen,Online,Completed,Medium,3.0,9,0.179,0.108,99.422,163.0,1,2,4029484,CUST-78804,False,0.0,4627.4,43.2
2025-10-18,41394.5,24119.07,17275.43,41.73,169.13,261,796,14,962,145,Latin America,Home & Kitchen,Direct Sales,Completed,Medium,1.6,26,0.2564,0.549,99.595,161.4,2,4,2873860,CUST-63731,False,0.0,3311.56,9.88
2025-10-19,49634.68,28512.6,21122.08,42.56,419.05,845,2370,15,399,6,Asia-Pacific,Electronics,Wholesale,Completed,Low,1.2,-32,0.1233,0.308,99.197,90.7,1,7,3949133,CUST-53134,True,0.28,3970.77,29.82
2025-10-20,82134.06,17204.84,64929.22,79.05,383.28,774,1615,12,1354,69,Europe,Beauty,Online,Completed,Low,3.0,-10,0.2316,0.737,99.167,150.5,1,1,7903368,CUST-52648,False,0.0,6570.72,5.84
2025-10-21,75913.15,48216.69,27696.46,36.48,171.26,458,1134,10,525,90,North America,Home & Kitchen,Retail Store,Cancelled,Low,3.9,-99,0.1354,0.078,98.723,99.4,1,5,9528205,CUST-95108,True,0.22,6073.05,22.09
2025-10-22,56544.86,20123.9,36420.96,64.41,271.64,248,2940,13,341,101,North America,Sports,Wholesale,Pending,Critical,1.7,39,0.1822,0.918,98.301,96.8,1,3,5561154,CUST-22504,False,0.0,4523.59,6.85
2025-10-23,50570.05,21744.27,28825.78,57.0,40.22,499,1635,11,1262,14,Latin America,Home & Kitchen,Online,Shipped,High,3.8,-73,0.0584,0.478,98.877,168.7,3,3,4207878,CUST-37201,False,0.0,4045.6,25.8
2025-10-24,51800.47,26477.93,25322.54,48.88,112.29,891,913,18,1656,67,Asia-Pacific,Sports,Wholesale,Shipped,Low,3.2,-57,0.3603,0.734,99.035,81.7,1,8,3843099,CUST-82769,False,0.0,4144.04,37.09
